Date,Open,High,Low,Close,Volume,MACD,MACDh,MACDs
2000-07-28,1.23,1.23,1.23,1.23,3200,,,
2000-07-31,1.25,1.25,1.25,1.25,10000,,,
2000-08-02,1.27,1.27,1.27,1.27,200,,,
2000-08-04,1.29,1.29,1.29,1.29,1900,,,
2000-08-07,1.31,1.31,1.31,1.31,7300,,,
2000-08-09,1.33,1.33,1.33,1.33,13300,,,
2000-08-11,1.36,1.36,1.36,1.36,300,,,
2000-08-14,1.38,1.38,1.38,1.38,2400,,,
2000-08-16,1.4,1.4,1.4,1.4,8300,,,
2000-08-18,1.42,1.42,1.42,1.42,5800,,,
2000-08-21,1.44,1.44,1.44,1.44,24400,,,
2000-08-23,1.46,1.46,1.46,1.46,67200,,,
2000-08-25,1.49,1.49,1.49,1.49,74200,,,
2000-08-28,1.46,1.46,1.46,1.46,59900,,,
2000-08-30,1.43,1.43,1.43,1.43,115200,,,
2000-09-01,1.41,1.41,1.41,1.41,70100,,,
2000-09-06,1.41,1.41,1.41,1.41,56600,,,
2000-09-08,1.43,1.43,1.43,1.43,12100,,,
2000-09-11,1.45,1.45,1.45,1.45,600,,,
2000-09-13,1.48,1.48,1.48,1.48,11000,0.06444295896544627,,
2000-09-15,1.51,1.51,1.51,1.51,5400,0.07272387740553587,,
2000-09-18,1.54,1.54,1.54,1.54,49000,0.08255287972160441,,
2000-09-20,1.51,1.51,1.51,1.51,26800,0.07871790080997587,,
2000-09-22,1.51,1.51,1.51,1.51,49900,0.07390575794867704,,
2000-09-25,1.51,1.51,1.51,1.51,41200,0.0686569810498403,,
2000-09-27,1.52,1.52,1.52,1.52,32800,0.06569241780769008,,
2000-09-29,1.54,1.54,1.54,1.54,26100,0.06658069973122793,,
2000-10-02,1.54,1.54,1.54,1.54,24100,0.06500281582062484,-0.005916771874999893,0.07091958769562473
2000-10-04,1.54,1.54,1.54,1.54,36200,0.06198749486436794,-0.007145674265005439,0.06913316912937338
2000-10-06,1.57,1.57,1.57,1.57,17400,0.06534373000616966,-0.0030315512985629733,0.06837528130473264
2000-10-09,1.59,1.59,1.59,1.59,13400,0.0700556264407115,0.001344276108783099,0.0687113503319284
2000-10-11,1.62,1.62,1.62,1.62,34600,0.07781659170469801,0.00728419309821568,0.07053239860648233
2000-10-13,1.65,1.65,1.65,1.65,13400,0.08717029800028708,0.0133103195150438,0.07385997848524328
2000-10-16,1.68,1.68,1.68,1.68,16100,0.09718776217856973,0.018662226954661146,0.07852553522390858
2000-10-18,1.71,1.71,1.71,1.71,10500,0.10728757351853169,0.023009630635698483,0.0842779428828332
2000-10-20,1.74,1.74,1.74,1.74,43900,0.11711642564363478,0.026270786208641247,0.09084563943499353
2000-10-23,1.74,1.74,1.74,1.74,18300,0.11932695785739078,0.022785054737917795,0.09654190311947299
2000-10-25,1.71,1.71,1.71,1.71,27100,0.10972928021307249,0.010549901674879597,0.09917937853819289
2000-10-27,1.74,1.74,1.74,1.74,42500,0.1075995927383071,0.006736171360091359,0.10086342137821575
2000-10-30,1.77,1.77,1.77,1.77,54000,0.11004201639675615,0.007342876014832314,0.10269914038192383
2000-11-01,1.8,1.8,1.8,1.8,33300,0.11516468411465386,0.009972434986184012,0.10519224912846985
2000-11-03,1.83,1.83,1.83,1.83,62300,0.12174138260752354,0.013239306783242949,0.10850207582428059
2000-11-06,1.86,1.86,1.86,1.86,49300,0.12898633145695215,0.016387404506137238,0.11259892695081491
2000-11-08,1.9,1.9,1.9,1.9,11000,0.13878530595479965,0.020949103203187783,0.11783620275161187
2000-11-10,1.94,1.94,1.94,1.94,49700,0.14981372530414272,0.025582018042024673,0.12423170726211805
2000-11-13,1.97,1.97,1.97,1.97,18800,0.15885265363218637,0.027696757096054653,0.13115589653613172
2000-11-15,2.01,2.01,2.01,2.01,10000,0.16878557377823844,0.030103741793685357,0.13868183198455308
2000-11-17,2.04,2.04,2.04,2.04,25800,0.17656144390511952,0.030303689536453154,0.14625775436866637
2000-11-20,2.08,2.08,2.08,2.08,52200,0.18517033560371043,0.03113006498803525,0.15404027061567518
2000-11-22,2.04,2.04,2.04,2.04,68600,0.17496076756147305,0.016736397556638277,0.15822437000483477
2000-11-24,2.01,2.01,2.01,2.01,45500,0.15610544818483874,-0.0016951374559968646,0.1578005856408356
2000-11-27,1.94,1.94,1.94,1.94,21600,0.12311000322163612,-0.0277524659353596,0.15086246915699572
2000-11-29,1.97,1.97,1.97,1.97,43300,0.10644259187171579,-0.03553590182822397,0.14197849369993976
2000-12-01,2.01,2.01,2.01,2.01,20700,0.10253391226789965,-0.0315556651456321,0.13408957741353175
2000-12-04,2.04,2.04,2.04,2.04,10600,0.10406410830788682,-0.02402037528451595,0.12808448359240276
2000-12-06,2.08,2.08,2.08,2.08,36100,0.11120727073493031,-0.01350177028597796,0.12470904102090827
2000-12-08,2.12,2.12,2.12,2.12,162900,0.12150926487394287,-0.002559820917572314,0.12406908579151518
2000-12-11,2.08,2.08,2.08,2.08,82400,0.11434191959671436,-0.00778173295584067,0.12212365255255503
2000-12-13,2.12,2.12,2.12,2.12,71600,0.1159126662676968,-0.004968789027886583,0.12088145529558339
2000-12-15,2.15,2.15,2.15,2.15,13200,0.12032319072740982,-0.0004466116545388532,0.12076980238194868
2000-12-18,2.19,2.19,2.19,2.19,41900,0.1286875327593826,0.0063341843019471405,0.12235334845743547
2000-12-20,2.23,2.23,2.23,2.23,28200,0.13917118246884597,0.013454267209128401,0.12571691525971757
2000-12-22,2.28,2.28,2.28,2.28,48200,0.15298128285014645,0.02181149407234312,0.13116978877780333
2000-12-25,2.32,2.32,2.32,2.32,17500,0.16597844552933871,0.027846925401228295,0.13813152012811042
2000-12-27,2.36,2.36,2.36,2.36,27600,0.1780726564936348,0.03195290909241949,0.1461197474012153
2000-12-29,2.41,2.41,2.41,2.41,46600,0.1916192390913487,0.03639959335210671,0.155219645739242
2001-01-03,2.45,2.45,2.45,2.45,24700,0.20323085275056174,0.038408965609055795,0.16482188714150595
2001-01-05,2.49,2.49,2.49,2.49,40300,0.21330671963229175,0.03878786599262865,0.1745188536396631
2001-01-08,2.54,2.54,2.54,2.54,39500,0.22451734665199208,0.03999879440986315,0.18451855224212893
2001-01-10,2.59,2.59,2.59,2.59,146200,0.23605653924635162,0.04123038960337813,0.19482614964297348
2001-01-12,2.64,2.64,2.64,2.64,180600,0.24742759067639852,0.04208115282674002,0.2053464378496585
2001-01-15,2.64,2.64,2.64,2.64,73600,0.24643147596193815,0.0328680304898237,0.21356344547211445
2001-01-17,2.69,2.69,2.69,2.69,64300,0.24991218530997994,0.029078991870292392,0.22083319343968755
2001-01-19,2.74,2.74,2.74,2.74,13400,0.25598270252594224,0.028119607269003727,0.2278630952569385
2001-01-29,2.79,2.79,2.79,2.79,5800,0.2634226112426834,0.028447612788595894,0.2349749984540875
2001-01-31,2.84,2.84,2.84,2.84,300,0.27145231455618823,0.02918185288168057,0.24227046167450766
2001-02-02,2.89,2.89,2.89,2.89,15300,0.2795828557752489,0.02984991528059297,0.24973294049465591
2001-02-05,2.94,2.94,2.94,2.94,300,0.28751610743832545,0.030226533554935653,0.2572895738833898
2001-02-07,3.0,3.0,3.0,3.0,5900,0.29745946217356733,0.032135910632141995,0.26532355154142534
2001-02-09,3.06,3.06,3.06,3.06,165100,0.3082995979766161,0.0343808371481526,0.2739187608284635
2001-02-12,3.0,3.0,3.0,3.0,44900,0.2907650894776097,0.01347706291931694,0.27728802655829277
2001-02-14,2.94,2.94,2.94,2.94,1500,0.25667236722495224,-0.016492527466672402,0.27316489469162464
2001-02-16,2.88,2.88,2.88,2.88,300,0.21367445960509635,-0.047592348069222634,0.261266807674319
2001-02-19,2.83,2.83,2.83,2.83,500,0.16905113565645058,-0.07377253761429473,0.2428236732707453
2001-02-21,2.78,2.78,2.78,2.78,91700,0.124864015317379,-0.09436772636269306,0.21923174168007206
2001-02-23,2.83,2.83,2.83,2.83,91400,0.10615229145199123,-0.09046356018246468,0.1966158516344559
2001-02-26,2.88,2.88,2.88,2.88,38800,0.1034007027251862,-0.07457211912741579,0.177972821852602
2001-02-28,2.83,2.83,2.83,2.83,80000,0.08655369039075822,-0.07313530516947503,0.15968899556023325
2001-03-02,2.78,2.78,2.78,2.78,37300,0.061739502303619354,-0.07835959460529113,0.14009909690891048
2001-03-05,2.73,2.73,2.73,2.73,66400,0.03290746814618206,-0.08575330301018273,0.1186607711563648
2001-03-07,2.69,2.69,2.69,2.69,151200,0.00494822633229397,-0.09097003585925667,0.09591826219155064
2001-03-09,2.74,2.74,2.74,2.74,68600,-0.00016840289933028885,-0.07686933207270476,0.07670092917337447
2001-03-12,2.75,2.75,2.75,2.75,66000,-0.0008683252009662468,-0.062055403499472576,0.06118707829850633
2001-03-14,2.75,2.75,2.75,2.75,84100,-0.0012629346781132256,-0.04996001038129565,0.04869707570318242
2001-03-16,2.75,2.75,2.75,2.75,52800,-0.0014608599285153012,-0.04012634850535818,0.03866548857684288
2001-03-19,2.78,2.78,2.78,2.78,56000,0.005608990235639766,-0.026445198672962487,0.03205418890860225
2001-03-21,2.78,2.78,2.78,2.78,33000,0.009695281120824184,-0.01788712623022246,0.027582407351046643
2001-03-23,2.78,2.78,2.78,2.78,110500,0.011852241301702371,-0.012584132839475421,0.024436374141177792
2001-03-26,2.83,2.83,2.83,2.83,48300,0.02468176517900389,0.00019631283026087798,0.02448545234874301
2001-03-28,2.88,2.88,2.88,2.88,72900,0.04354142195645494,0.01524477568616954,0.0282966462702854
2001-03-30,2.93,2.93,2.93,2.93,23000,0.06543958249026849,0.029714348975986467,0.03572523351428202
2001-04-02,2.99,2.99,2.99,2.99,119400,0.09085626400303592,0.04410482439100312,0.046751439612032805
